brawler_id,brawler_name,starPowers_id,starPowers_name,gadgets_id,gadgets_name
16000021,GENE,23000159,SPIRIT SLAP,23000252,LAMP BLOWOUT
16000021,GENE,23000159,SPIRIT SLAP,23000352,VENGEFUL SPIRITS
16000022,TICK,23000114,WELL OILED,23000253,MINE MANIA
16000022,TICK,23000114,WELL OILED,23000355,LAST HURRAH
16000022,TICK,23000161,AUTOMA-TICK RELOAD,23000253,MINE MANIA
16000022,TICK,23000161,AUTOMA-TICK RELOAD,23000355,LAST HURRAH
16000023,LEON,23000119,SMOKE TRAILS,23000276,CLONE PROJECTOR
16000023,LEON,23000119,SMOKE TRAILS,23000408,LOLLIPOP DROP
16000023,LEON,23000141,INVISIHEAL,23000276,CLONE PROJECTOR
16000023,LEON,23000141,INVISIHEAL,23000408,LOLLIPOP DROP
16000024,ROSA,23000124,PLANT LIFE,23000242,GROW LIGHT
16000024,ROSA,23000124,PLANT LIFE,23000348,UNFRIENDLY BUSHES
16000024,ROSA,23000147,THORNY GLOVES,23000242,GROW LIGHT
16000024,ROSA,23000147,THORNY GLOVES,23000348,UNFRIENDLY BUSHES
16000025,CARL,23000129,POWER THROW,23000262,HEAT EJECTOR
16000025,CARL,23000129,POWER THROW,23000317,FLYING HOOK
16000025,CARL,23000145,PROTECTIVE PIROUETTE,23000262,HEAT EJECTOR
16000025,CARL,23000145,PROTECTIVE PIROUETTE,23000317,FLYING HOOK
16000026,BIBI,23000134,HOME RUN,23000275,VITAMIN BOOSTER
16000026,BIBI,23000134,HOME RUN,23000458,EXTRA STICKY
16000026,BIBI,23000146,BATTING STANCE,23000275,VITAMIN BOOSTER
16000026,BIBI,23000146,BATTING STANCE,23000458,EXTRA STICKY
16000027,8-BIT,23000168,BOOSTED BOOSTER,23000259,CHEAT CARTRIDGE
16000027,8-BIT,23000168,BOOSTED BOOSTER,23000318,EXTRA CREDITS
16000027,8-BIT,23000181,PLUGGED IN,23000259,CHEAT CARTRIDGE
16000027,8-BIT,23000181,PLUGGED IN,23000318,EXTRA CREDITS
16000028,SANDY,23000186,RUDE SANDS,23000270,SLEEP STIMULATOR
16000028,SANDY,23000186,RUDE SANDS,23000405,SWEET DREAMS
16000028,SANDY,23000187,HEALING WINDS,23000270,SLEEP STIMULATOR
16000028,SANDY,23000187,HEALING WINDS,23000405,SWEET DREAMS
16000029,BEA,23000192,INSTA BEALOAD,23000271,HONEY MOLASSES
16000029,BEA,23000192,INSTA BEALOAD,23000312,RATTLED HIVE
16000029,BEA,23000193,HONEYCOMB,23000271,HONEY MOLASSES
16000029,BEA,23000193,HONEYCOMB,23000312,RATTLED HIVE
16000030,EMZ,23000198,BAD KARMA,23000274,FRIENDZONER
16000030,EMZ,23000198,BAD KARMA,23000459,ACID SPRAY
16000030,EMZ,23000199,HYPE,23000274,FRIENDZONER
16000030,EMZ,23000199,HYPE,23000459,ACID SPRAY
16000031,MR. P,23000204,HANDLE WITH CARE,23000269,SERVICE BELL
16000031,MR. P,23000204,HANDLE WITH CARE,23000349,PORTER REINFORCEMENTS
16000031,MR. P,23000205,REVOLVING DOOR,23000269,SERVICE BELL
16000031,MR. P,23000205,REVOLVING DOOR,23000349,PORTER REINFORCEMENTS
16000032,MAX,23000210,SUPER CHARGED,23000254,PHASE SHIFTER
16000032,MAX,23000210,SUPER CHARGED,23000311,SNEAKY SNEAKERS
16000032,MAX,23000211,RUN N GUN,23000254,PHASE SHIFTER
16000032,MAX,23000211,RUN N GUN,23000311,SNEAKY SNEAKERS
16000034,JACKY,23000222,COUNTER CRUSH,23000256,PNEUMATIC BOOSTER
16000034,JACKY,23000222,COUNTER CRUSH,23000486,REBUILD
16000034,JACKY,23000223,HARDY HARD HAT,23000256,PNEUMATIC BOOSTER
16000034,JACKY,23000223,HARDY HARD HAT,23000486,REBUILD
16000035,GALE,23000228,BLUSTERY BLOW,23000277,SPRING EJECTOR
16000035,GALE,23000228,BLUSTERY BLOW,23000407,TWISTER
16000035,GALE,23000229,FREEZING SNOW,23000277,SPRING EJECTOR
16000035,GALE,23000229,FREEZING SNOW,23000407,TWISTER
16000036,NANI,23000234,AUTOFOCUS,23000278,WARPIN' TIME
16000036,NANI,23000234,AUTOFOCUS,23000353,RETURN TO SENDER
16000036,NANI,23000235,TEMPERED STEEL,23000278,WARPIN' TIME
16000036,NANI,23000235,TEMPERED STEEL,23000353,RETURN TO SENDER
16000037,SPROUT,23000240,OVERGROWTH,23000244,GARDEN MULCHER
16000037,SPROUT,23000240,OVERGROWTH,23000315,TRANSPLANT
16000037,SPROUT,23000241,PHOTOSYNTHESIS,23000244,GARDEN MULCHER
16000037,SPROUT,23000241,PHOTOSYNTHESIS,23000315,TRANSPLANT
16000038,SURGE,23000283,TO THE MAX!,23000285,POWER SURGE
16000038,SURGE,23000283,TO THE MAX!,23000485,POWER SHIELD
16000038,SURGE,23000284,SERVE ICE COLD,23000285,POWER SURGE
16000038,SURGE,23000284,SERVE ICE COLD,23000485,POWER SHIELD
16000039,COLETTE,23000300,PUSH IT,23000302,NA-AH!
16000039,COLETTE,23000300,PUSH IT,23000457,GOTCHA!
16000039,COLETTE,23000301,MASS TAX,23000302,NA-AH!
16000039,COLETTE,23000301,MASS TAX,23000457,GOTCHA!
16000040,AMBER,23000307,WILD FLAMES,23000309,FIRE STARTERS
16000040,AMBER,23000307,WILD FLAMES,23000488,DANCING FLAMES
16000040,AMBER,23000308,SCORCHIN' SIPHON,23000309,FIRE STARTERS
16000040,AMBER,23000308,SCORCHIN' SIPHON,23000488,DANCING FLAMES
16000041,LOU,23000324,SUPERCOOL,23000326,ICE BLOCK
16000041,LOU,23000324,SUPERCOOL,23000400,CRYO SYRUP
16000041,LOU,23000325,HYPOTHERMIA,23000326,ICE BLOCK
16000041,LOU,23000325,HYPOTHERMIA,23000400,CRYO SYRUP
16000042,BYRON,23000331,MALAISE,23000333,SHOT IN THE ARM
16000042,BYRON,23000331,MALAISE,23000461,BOOSTER SHOTS
16000042,BYRON,23000332,INJECTION,23000333,SHOT IN THE ARM
16000042,BYRON,23000332,INJECTION,23000461,BOOSTER SHOTS
16000043,EDGAR,23000338,HARD LANDING,23000340,LET'S FLY
16000043,EDGAR,23000338,HARD LANDING,23000403,HARDCORE
16000043,EDGAR,23000339,FISTICUFFS,23000340,LET'S FLY
16000043,EDGAR,23000339,FISTICUFFS,23000403,HARDCORE
16000044,RUFFS,23000345,AIR SUPERIORITY,23000347,TAKE COVER
16000044,RUFFS,23000345,AIR SUPERIORITY,23000402,AIR SUPPORT
16000044,RUFFS,23000346,FIELD PROMOTION,23000347,TAKE COVER
16000044,RUFFS,23000346,FIELD PROMOTION,23000402,AIR SUPPORT
16000045,STU,23000362,ZERO DRAG,23000364,SPEED ZONE
16000045,STU,23000362,ZERO DRAG,23000401,BREAKTHROUGH
16000045,STU,23000363,GASO-HEAL,23000364,SPEED ZONE
16000045,STU,23000363,GASO-HEAL,23000401,BREAKTHROUGH
16000046,BELLE,23000369,POSITIVE FEEDBACK,23000371,NEST EGG
16000046,BELLE,23000369,POSITIVE FEEDBACK,23000463,REVERSE POLARITY
16000046,BELLE,23000370,GROUNDED,23000371,NEST EGG
16000046,BELLE,23000370,GROUNDED,23000463,REVERSE POLARITY
16000047,SQUEAK,23000376,CHAIN REACTION,23000378,WINDUP
16000047,SQUEAK,23000376,CHAIN REACTION,23000462,RESIDUE
16000047,SQUEAK,23000377,SUPER STICKY,23000378,WINDUP
16000047,SQUEAK,23000377,SUPER STICKY,23000462,RESIDUE
16000048,GROM,23000383,FOOT PATROL,23000385,WATCHTOWER
16000048,GROM,23000383,FOOT PATROL,23000460,RADIO CHECK
16000048,GROM,23000384,X-FACTOR,23000385,WATCHTOWER
16000048,GROM,23000384,X-FACTOR,23000460,RADIO CHECK
16000049,BUZZ,23000390,TOUGHER TORPEDO,23000392,RESERVE BUOY
16000049,BUZZ,23000390,TOUGHER TORPEDO,23000490,X-RAY-SHADES
16000049,BUZZ,23000391,EYES SHARP,23000392,RESERVE BUOY
16000049,BUZZ,23000391,EYES SHARP,23000490,X-RAY-SHADES
16000050,GRIFF,23000397,KEEP THE CHANGE,23000399,PIGGY BANK
16000050,GRIFF,23000397,KEEP THE CHANGE,23000487,COIN SHOWER
16000050,GRIFF,23000398,BUSINESS RESILIENCE,23000399,PIGGY BANK
16000050,GRIFF,23000398,BUSINESS RESILIENCE,23000487,COIN SHOWER
16000051,ASH,23000414,FIRST BASH,23000416,CHILL PILL
16000051,ASH,23000414,FIRST BASH,23000465,ROTTEN BANANA
16000051,ASH,23000415,MAD AS HECK,23000416,CHILL PILL
16000051,ASH,23000415,MAD AS HECK,23000465,ROTTEN BANANA
16000052,MEG,23000421,FORCE FIELD,23000423,JOLTING VOLTS
16000052,MEG,23000421,FORCE FIELD,23000489,TOOLBOX
16000052,MEG,23000422,HEAVY METAL,23000423,JOLTING VOLTS
16000052,MEG,23000422,HEAVY METAL,23000489,TOOLBOX
16000053,LOLA,23000431,IMPROVISE,23000433,FREEZE FRAME
16000053,LOLA,23000431,IMPROVISE,23000456,STUNT DOUBLE
16000053,LOLA,23000432,SEALED WITH A KISS,23000433,FREEZE FRAME
16000053,LOLA,23000432,SEALED WITH A KISS,23000456,STUNT DOUBLE
16000054,FANG,23000438,FRESH KICKS,23000440,CORN-FU
16000054,FANG,23000438,FRESH KICKS,23000464,ROUNDHOUSE KICK
16000054,FANG,23000439,DIVINE SOLES,23000440,CORN-FU
16000054,FANG,23000439,DIVINE SOLES,23000464,ROUNDHOUSE KICK
16000056,EVE,23000452,UNNATURAL ORDER,23000454,GOTTA GO!
16000056,EVE,23000452,UNNATURAL ORDER,23000455,MOTHERLY LOVE
16000056,EVE,23000453,HAPPY SURPRISE,23000454,GOTTA GO!
16000056,EVE,23000453,HAPPY SURPRISE,23000455,MOTHERLY LOVE
16000057,JANET,23000470,STAGE VIEW,23000472,DROP THE BASS
16000057,JANET,23000470,STAGE VIEW,23000473,BACKSTAGE PASS
16000057,JANET,23000471,VOCAL WARM UP,23000472,DROP THE BASS
16000057,JANET,23000471,VOCAL WARM UP,23000473,BACKSTAGE PASS
16000058,BONNIE,23000478,BLACK POWDER,23000480,SUGAR RUSH
16000058,BONNIE,23000478,BLACK POWDER,23000481,CRASH TEST
16000058,BONNIE,23000479,WISDOM TOOTH,23000480,SUGAR RUSH
16000058,BONNIE,23000479,WISDOM TOOTH,23000481,CRASH TEST
16000059,OTIS,23000495,STENCIL GLUE,23000497,DORMANT STAR
16000059,OTIS,23000495,STENCIL GLUE,23000498,PHAT SPLATTER
16000059,OTIS,23000496,INK REFILLS,23000497,DORMANT STAR
16000059,OTIS,23000496,INK REFILLS,23000498,PHAT SPLATTER
16000060,SAM,23000503,HEARTY RECOVERY,23000505,MAGNETIC FIELD
16000060,SAM,23000503,HEARTY RECOVERY,23000506,PULSE REPELLENT
16000060,SAM,23000504,REMOTE RECHARGE,23000505,MAGNETIC FIELD
16000060,SAM,23000504,REMOTE RECHARGE,23000506,PULSE REPELLENT
16000061,GUS,23000511,HEALTH BONANZA,23000513,KOOKY POPPER
16000061,GUS,23000511,HEALTH BONANZA,23000514,SOUL SWITCHER
16000061,GUS,23000512,SPIRIT ANIMAL,23000513,KOOKY POPPER
16000061,GUS,23000512,SPIRIT ANIMAL,23000514,SOUL SWITCHER
16000062,BUSTER,23000519,BLOCKBUSTER,23000521,UTILITY BELT
16000062,BUSTER,23000519,BLOCKBUSTER,23000522,SLO-MO REPLAY
16000062,BUSTER,23000520,KEVLAR VEST,23000521,UTILITY BELT
16000062,BUSTER,23000520,KEVLAR VEST,23000522,SLO-MO REPLAY
16000063,CHESTER,23000527,SINGLE BELL'O'MANIA,23000529,SPICY DICE
16000063,CHESTER,23000527,SINGLE BELL'O'MANIA,23000530,CANDY BEANS
16000063,CHESTER,23000528,SNEAK PEEK,23000529,SPICY DICE
16000063,CHESTER,23000528,SNEAK PEEK,23000530,CANDY BEANS
16000064,GRAY,23000535,FAKE INJURY,23000537,WALKING CANE
16000064,GRAY,23000535,FAKE INJURY,23000538,GRAND PIANO
16000064,GRAY,23000536,NEW PERSPECTIVE,23000537,WALKING CANE
16000064,GRAY,23000536,NEW PERSPECTIVE,23000538,GRAND PIANO
16000065,MANDY,23000543,IN MY SIGHTS,23000545,CARAMELIZE
16000065,MANDY,23000543,IN MY SIGHTS,23000546,COOKIE CRUMBS
16000065,MANDY,23000544,HARD CANDY,23000545,CARAMELIZE
16000065,MANDY,23000544,HARD CANDY,23000546,COOKIE CRUMBS
16000066,R-T,23000553,QUICK MATHS,23000555,OUT OF LINE
16000066,R-T,23000553,QUICK MATHS,23000556,HACKS!
16000066,R-T,23000554,RECORDING,23000555,OUT OF LINE
16000066,R-T,23000554,RECORDING,23000556,HACKS!
16000067,WILLOW,23000561,LOVE IS BLIND,23000563,SPELLBOUND
16000067,WILLOW,23000561,LOVE IS BLIND,23000564,DIVE
16000067,WILLOW,23000562,OBSESSION,23000563,SPELLBOUND
16000067,WILLOW,23000562,OBSESSION,23000564,DIVE
16000068,MAISIE,23000569,PINPOINT PRECISION,23000571,DISENGAGE!
16000068,MAISIE,23000569,PINPOINT PRECISION,23000572,FINISH THEM!
16000068,MAISIE,23000570,TREMORS,23000571,DISENGAGE!
16000068,MAISIE,23000570,TREMORS,23000572,FINISH THEM!
16000069,HANK,23000577,IT'S GONNA BLOW,23000579,WATER BALLOONS
16000069,HANK,23000577,IT'S GONNA BLOW,23000580,BARRICADE
16000069,HANK,23000578,TAKE COVER!,23000579,WATER BALLOONS
16000069,HANK,23000578,TAKE COVER!,23000580,BARRICADE
16000070,CORDELIUS,23000585,COMBOSHROOMS,23000587,REPLANTING
16000070,CORDELIUS,23000585,COMBOSHROOMS,23000588,POISON MUSHROOM
16000070,CORDELIUS,23000586,MUSHROOM KINGDOM,23000587,REPLANTING
16000070,CORDELIUS,23000586,MUSHROOM KINGDOM,23000588,POISON MUSHROOM
16000071,DOUG,23000593,FAST FOOD,23000595,DOUBLE SAUSAGE
16000071,DOUG,23000593,FAST FOOD,23000596,EXTRA MUSTARD
16000071,DOUG,23000594,SELF SERVICE,23000595,DOUBLE SAUSAGE
16000071,DOUG,23000594,SELF SERVICE,23000596,EXTRA MUSTARD
16000072,PEARL,23000601,HEAT RETENTION,23000603,OVERCOOKED
16000072,PEARL,23000601,HEAT RETENTION,23000604,MADE WITH LOVE
16000072,PEARL,23000602,HEAT SHIELD,23000603,OVERCOOKED
16000072,PEARL,23000602,HEAT SHIELD,23000604,MADE WITH LOVE
16000073,CHUCK,23000609,PIT STOP,23000611,REROUTING
16000073,CHUCK,23000609,PIT STOP,23000612,GHOST TRAIN
16000073,CHUCK,23000610,TICKETS PLEASE!,23000611,REROUTING
16000073,CHUCK,23000610,TICKETS PLEASE!,23000612,GHOST TRAIN
16000074,CHARLIE,23000623,DIGESTIVE,23000625,SPIDERS
16000074,CHARLIE,23000623,DIGESTIVE,23000626,PERSONAL SPACE
16000074,CHARLIE,23000624,SLIMY,23000625,SPIDERS
16000074,CHARLIE,23000624,SLIMY,23000626,PERSONAL SPACE
16000075,MICO,23000637,MONKEY BUSINESS,23000639,CLIPPING SCREAM
16000075,MICO,23000637,MONKEY BUSINESS,23000640,PRESTO
16000075,MICO,23000638,RECORD SMASH,23000639,CLIPPING SCREAM
16000075,MICO,23000638,RECORD SMASH,23000640,PRESTO
16000076,KIT,23000646,POWER HUNGRY,23000648,CARDBOARD BOX
16000076,KIT,23000646,POWER HUNGRY,23000649,CHEESEBURGER
16000076,KIT,23000647,OVERLY ATTACHED,23000648,CARDBOARD BOX
16000076,KIT,23000647,OVERLY ATTACHED,23000649,CHEESEBURGER
16000077,LARRY & LAWRIE,23000659,PROTOCOL: PROTECT,23000661,ORDER: SWAP
16000077,LARRY & LAWRIE,23000659,PROTOCOL: PROTECT,23000662,ORDER: FALL BACK
16000077,LARRY & LAWRIE,23000660,PROTOCOL: ASSIST,23000661,ORDER: SWAP
16000077,LARRY & LAWRIE,23000660,PROTOCOL: ASSIST,23000662,ORDER: FALL BACK
16000078,MELODIE,23000667,FAST BEATS,23000669,PERFECT PITCH
16000078,MELODIE,23000667,FAST BEATS,23000670,INTERLUDE
16000078,MELODIE,23000668,EXTENDED MIX,23000669,PERFECT PITCH
16000078,MELODIE,23000668,EXTENDED MIX,23000670,INTERLUDE
16000079,ANGELO,23000675,EMPOWER,23000677,STINGING FLIGHT
16000079,ANGELO,23000675,EMPOWER,23000678,MASTER FLETCHER
16000079,ANGELO,23000676,FLOW,23000677,STINGING FLIGHT
16000079,ANGELO,23000676,FLOW,23000678,MASTER FLETCHER
16000080,DRACO,23000734,EXPOSE,23000736,UPPER CUT
16000080,DRACO,23000734,EXPOSE,23000737,LAST STAND
16000080,DRACO,23000735,SHREDDING,23000736,UPPER CUT
16000080,DRACO,23000735,SHREDDING,23000737,LAST STAND
16000081,LILY,23000752,SPIKY,23000754,VANISH
16000081,LILY,23000752,SPIKY,23000755,REPOT
16000081,LILY,23000753,VIGILANCE,23000754,VANISH
16000081,LILY,23000753,VIGILANCE,23000755,REPOT
16000082,BERRY,23000764,FLOOR IS FINE,23000766,FRIENDSHIP IS GREAT
16000082,BERRY,23000764,FLOOR IS FINE,23000767,HEALTHY ADDITIVES
16000082,BERRY,23000765,MAKING A MESS,23000766,FRIENDSHIP IS GREAT
16000082,BERRY,23000765,MAKING A MESS,23000767,HEALTHY ADDITIVES
16000083,CLANCY,23000772,RECON,23000774,SNAPPY SHOOTING
16000083,CLANCY,23000772,RECON,23000775,TACTICAL RETREAT
16000083,CLANCY,23000773,PUMPING UP,23000774,SNAPPY SHOOTING
16000083,CLANCY,23000773,PUMPING UP,23000775,TACTICAL RETREAT
16000084,MOE,23000804,SKIPPING STONES,23000806,DODGY DIGGING
16000084,MOE,23000804,SKIPPING STONES,23000807,RAT RACE
16000084,MOE,23000805,SPEEDING TICKET,23000806,DODGY DIGGING
16000084,MOE,23000805,SPEEDING TICKET,23000807,RAT RACE
16000085,KENJI,23000815,STUDIED THE BLADE,23000817,DASHI DASH
16000085,KENJI,23000815,STUDIED THE BLADE,23000818,HOSOMAKI HEALING
16000085,KENJI,23000816,NIGIRI NEMESIS,23000817,DASHI DASH
16000085,KENJI,23000816,NIGIRI NEMESIS,23000818,HOSOMAKI HEALING
16000086,SHADE,23000832,SPOOKY SPEEDSTER,23000834,LONGARMS
16000086,SHADE,23000832,SPOOKY SPEEDSTER,23000835,JUMP SCARE
16000086,SHADE,23000833,HARDENED HOODIE,23000834,LONGARMS
16000086,SHADE,23000833,HARDENED HOODIE,23000835,JUMP SCARE
16000087,JUJU,23000848,GUARDED GRIS-GRIS,23000850,VOODOO CHILE
16000087,JUJU,23000848,GUARDED GRIS-GRIS,23000851,ELEMENTALIST
16000087,JUJU,23000849,NUMBING NEEDLES,23000850,VOODOO CHILE
16000087,JUJU,23000849,NUMBING NEEDLES,23000851,ELEMENTALIST
16000089,MEEPLE,23000875,DO NOT PASS GO,23000877,MANSIONS OF MEEPLE
16000089,MEEPLE,23000875,DO NOT PASS GO,23000878,RAGEQUIT
16000089,MEEPLE,23000876,RULE BENDING,23000877,MANSIONS OF MEEPLE
16000089,MEEPLE,23000876,RULE BENDING,23000878,RAGEQUIT
16000090,OLLIE,23000883,"KICK, PUSH",23000885,REGULATE
16000090,OLLIE,23000883,"KICK, PUSH",23000886,ALL EYEZ ON ME
16000090,OLLIE,23000884,RENEGADE,23000885,REGULATE
16000090,OLLIE,23000884,RENEGADE,23000886,ALL EYEZ ON ME
16000091,LUMI,23000905,42% BURNT,23000907,HIT THE LIGHTS
16000091,LUMI,23000905,42% BURNT,23000908,GRIM AND FROSTBITTEN
16000091,LUMI,23000906,HALF-TIME,23000907,HIT THE LIGHTS
16000091,LUMI,23000906,HALF-TIME,23000908,GRIM AND FROSTBITTEN
16000092,FINX,23000915,HIEROGLYPH HALT,23000917,BACK TO THE FINXTURE
16000092,FINX,23000915,HIEROGLYPH HALT,23000918,NO ESCAPE
16000092,FINX,23000916,PRIMER,23000917,BACK TO THE FINXTURE
16000092,FINX,23000916,PRIMER,23000918,NO ESCAPE
